Date,Child,Total Animals Tested,Correctly Identified,Pronunciation Accuracy (%)
2024-09-05,Child 1,10,9,90.91
2024-09-05,Child 2,10,8,68.56
2024-09-05,Child 3,10,7,76.01
2024-09-05,Child 4,10,8,84.19
2024-09-05,Child 5,10,3,85.98
2024-09-05,Child 6,10,8,72.35
2024-09-05,Child 7,10,9,97.31
2024-09-05,Child 8,10,2,82.3
2024-09-05,Child 9,10,4,78.34
2024-09-05,Child 10,10,3,92.31
2024-09-06,Child 1,10,1,92.64
2024-09-06,Child 2,10,3,99.88
2024-09-06,Child 3,10,9,68.34
2024-09-06,Child 4,10,8,95.19
2024-09-06,Child 5,10,8,65.51
2024-09-06,Child 6,10,10,68.83
2024-09-06,Child 7,10,9,94.36
2024-09-06,Child 8,10,7,76.65
2024-09-06,Child 9,10,4,69.56
2024-09-06,Child 10,10,7,61.61
2024-09-07,Child 1,10,6,72.5
2024-09-07,Child 2,10,7,97.27
2024-09-07,Child 3,10,6,99.06
2024-09-07,Child 4,10,6,63.35
2024-09-07,Child 5,10,9,91.28
2024-09-07,Child 6,10,6,66.05
2024-09-07,Child 7,10,1,73.14
2024-09-07,Child 8,10,6,65.23
2024-09-07,Child 9,10,1,98.61
2024-09-07,Child 10,10,9,83.0
2024-09-08,Child 1,10,9,89.04
2024-09-08,Child 2,10,2,72.49
2024-09-08,Child 3,10,1,68.26
2024-09-08,Child 4,10,3,89.81
2024-09-08,Child 5,10,2,75.93
2024-09-08,Child 6,10,2,80.94
2024-09-08,Child 7,10,7,93.01
2024-09-08,Child 8,10,8,72.95
2024-09-08,Child 9,10,2,93.84
2024-09-08,Child 10,10,0,0.0
2024-09-09,Child 1,10,2,98.25
2024-09-09,Child 2,10,6,61.02
2024-09-09,Child 3,10,0,0.0
2024-09-09,Child 4,10,8,96.13
2024-09-09,Child 5,10,5,64.36
2024-09-09,Child 6,10,7,63.3
2024-09-09,Child 7,10,3,79.43
2024-09-09,Child 8,10,0,0.0
2024-09-09,Child 9,10,6,94.29
2024-09-09,Child 10,10,1,70.95
2024-09-10,Child 1,10,5,87.61
2024-09-10,Child 2,10,6,94.13
2024-09-10,Child 3,10,8,62.15
2024-09-10,Child 4,10,7,69.25
2024-09-10,Child 5,10,2,72.24
2024-09-10,Child 6,10,2,67.09
2024-09-10,Child 7,10,2,98.1
2024-09-10,Child 8,10,4,87.31
2024-09-10,Child 9,10,6,90.07
2024-09-10,Child 10,10,7,94.85
2024-09-11,Child 1,10,5,94.34
2024-09-11,Child 2,10,8,99.46
2024-09-11,Child 3,10,7,87.11
2024-09-11,Child 4,10,3,85.0
2024-09-11,Child 5,10,2,66.75
2024-09-11,Child 6,10,7,94.39
2024-09-11,Child 7,10,0,0.0
2024-09-11,Child 8,10,10,68.71
2024-09-11,Child 9,10,6,75.34
2024-09-11,Child 10,10,8,92.82
2024-09-12,Child 1,10,9,81.96
2024-09-12,Child 2,10,1,76.07
2024-09-12,Child 3,10,4,80.44
2024-09-12,Child 4,10,0,0.0
2024-09-12,Child 5,10,2,91.72
2024-09-12,Child 6,10,2,88.38
2024-09-12,Child 7,10,2,93.55
2024-09-12,Child 8,10,0,0.0
2024-09-12,Child 9,10,7,65.57
2024-09-12,Child 10,10,1,76.31
2024-09-13,Child 1,10,1,61.89
2024-09-13,Child 2,10,5,73.99
2024-09-13,Child 3,10,1,85.26
2024-09-13,Child 4,10,7,87.81
2024-09-13,Child 5,10,8,65.29
2024-09-13,Child 6,10,7,75.72
2024-09-13,Child 7,10,3,81.77
2024-09-13,Child 8,10,0,0.0
2024-09-13,Child 9,10,1,74.77
2024-09-13,Child 10,10,8,66.86
2024-09-14,Child 1,10,1,77.63
2024-09-14,Child 2,10,6,80.22
2024-09-14,Child 3,10,8,65.53
2024-09-14,Child 4,10,7,75.87
2024-09-14,Child 5,10,1,62.93
2024-09-14,Child 6,10,8,83.81
2024-09-14,Child 7,10,3,76.89
2024-09-14,Child 8,10,4,92.7
2024-09-14,Child 9,10,4,92.81
2024-09-14,Child 10,10,9,86.94
2024-09-15,Child 1,10,10,78.32
2024-09-15,Child 2,10,9,61.84
2024-09-15,Child 3,10,3,80.51
2024-09-15,Child 4,10,1,89.85
2024-09-15,Child 5,10,0,0.0
2024-09-15,Child 6,10,6,93.83
2024-09-15,Child 7,10,4,96.83
2024-09-15,Child 8,10,2,62.19
2024-09-15,Child 9,10,7,79.15
2024-09-15,Child 10,10,9,68.79
2024-09-16,Child 1,10,8,82.15
2024-09-16,Child 2,10,5,93.76
2024-09-16,Child 3,10,5,92.89
2024-09-16,Child 4,10,5,89.31
2024-09-16,Child 5,10,0,0.0
2024-09-16,Child 6,10,1,88.91
2024-09-16,Child 7,10,0,0.0
2024-09-16,Child 8,10,0,0.0
2024-09-16,Child 9,10,7,72.31
2024-09-16,Child 10,10,1,62.92
2024-09-17,Child 1,10,10,84.85
2024-09-17,Child 2,10,9,64.42
2024-09-17,Child 3,10,3,96.71
2024-09-17,Child 4,10,1,62.15
2024-09-17,Child 5,10,9,70.98
2024-09-17,Child 6,10,0,0.0
2024-09-17,Child 7,10,7,92.1
2024-09-17,Child 8,10,0,0.0
2024-09-17,Child 9,10,4,87.46
2024-09-17,Child 10,10,9,95.1
2024-09-18,Child 1,10,1,94.64
2024-09-18,Child 2,10,2,61.27
2024-09-18,Child 3,10,1,78.43
2024-09-18,Child 4,10,2,92.32
2024-09-18,Child 5,10,1,99.48
2024-09-18,Child 6,10,7,71.18
2024-09-18,Child 7,10,9,81.54
2024-09-18,Child 8,10,0,0.0
2024-09-18,Child 9,10,3,94.52
2024-09-18,Child 10,10,4,81.39
2024-09-19,Child 1,10,8,60.28
2024-09-19,Child 2,10,9,69.39
2024-09-19,Child 3,10,2,60.73
2024-09-19,Child 4,10,3,93.1
2024-09-19,Child 5,10,5,99.68
2024-09-19,Child 6,10,5,69.65
2024-09-19,Child 7,10,7,81.5
2024-09-19,Child 8,10,6,67.48
2024-09-19,Child 9,10,8,71.65
2024-09-19,Child 10,10,2,74.53
2024-09-20,Child 1,10,5,99.1
2024-09-20,Child 2,10,2,73.21
2024-09-20,Child 3,10,1,93.6
2024-09-20,Child 4,10,1,71.91
2024-09-20,Child 5,10,0,0.0
2024-09-20,Child 6,10,5,72.82
2024-09-20,Child 7,10,8,93.77
2024-09-20,Child 8,10,7,64.9
2024-09-20,Child 9,10,7,71.34
2024-09-20,Child 10,10,8,62.82
2024-09-21,Child 1,10,2,90.44
2024-09-21,Child 2,10,0,0.0
2024-09-21,Child 3,10,3,94.59
2024-09-21,Child 4,10,5,63.11
2024-09-21,Child 5,10,2,79.06
2024-09-21,Child 6,10,4,94.39
2024-09-21,Child 7,10,10,94.16
2024-09-21,Child 8,10,7,68.49
2024-09-21,Child 9,10,0,0.0
2024-09-21,Child 10,10,3,97.39
2024-09-22,Child 1,10,10,60.58
2024-09-22,Child 2,10,10,95.53
2024-09-22,Child 3,10,4,71.37
2024-09-22,Child 4,10,1,75.08
2024-09-22,Child 5,10,3,90.18
2024-09-22,Child 6,10,6,83.69
2024-09-22,Child 7,10,1,66.7
2024-09-22,Child 8,10,0,0.0
2024-09-22,Child 9,10,4,93.19
2024-09-22,Child 10,10,5,89.58
2024-09-23,Child 1,10,3,86.53
2024-09-23,Child 2,10,4,76.06
2024-09-23,Child 3,10,2,75.09
2024-09-23,Child 4,10,0,0.0
2024-09-23,Child 5,10,6,98.03
2024-09-23,Child 6,10,6,70.44
2024-09-23,Child 7,10,10,74.09
2024-09-23,Child 8,10,3,67.16
2024-09-23,Child 9,10,10,97.91
2024-09-23,Child 10,10,1,90.54
2024-09-24,Child 1,10,0,0.0
2024-09-24,Child 2,10,6,84.81
2024-09-24,Child 3,10,9,90.72
2024-09-24,Child 4,10,2,67.68
2024-09-24,Child 5,10,1,78.01
2024-09-24,Child 6,10,8,96.71
2024-09-24,Child 7,10,2,93.04
2024-09-24,Child 8,10,1,96.96
2024-09-24,Child 9,10,8,73.39
2024-09-24,Child 10,10,3,85.43
2024-09-25,Child 1,10,6,84.77
2024-09-25,Child 2,10,9,83.86
2024-09-25,Child 3,10,3,82.08
2024-09-25,Child 4,10,0,0.0
2024-09-25,Child 5,10,0,0.0
2024-09-25,Child 6,10,9,98.71
2024-09-25,Child 7,10,9,82.58
2024-09-25,Child 8,10,7,83.46
2024-09-25,Child 9,10,10,88.51
2024-09-25,Child 10,10,10,92.04
2024-09-26,Child 1,10,1,75.13
2024-09-26,Child 2,10,1,95.35
2024-09-26,Child 3,10,8,87.35
2024-09-26,Child 4,10,5,62.89
2024-09-26,Child 5,10,9,72.64
2024-09-26,Child 6,10,9,89.01
2024-09-26,Child 7,10,10,63.48
2024-09-26,Child 8,10,8,63.22
2024-09-26,Child 9,10,7,68.28
2024-09-26,Child 10,10,0,0.0
2024-09-27,Child 1,10,0,0.0
2024-09-27,Child 2,10,7,96.43
2024-09-27,Child 3,10,1,75.89
2024-09-27,Child 4,10,7,72.31
2024-09-27,Child 5,10,0,0.0
2024-09-27,Child 6,10,0,0.0
2024-09-27,Child 7,10,4,82.82
2024-09-27,Child 8,10,7,88.59
2024-09-27,Child 9,10,4,81.87
2024-09-27,Child 10,10,6,71.29
2024-09-28,Child 1,10,9,81.38
2024-09-28,Child 2,10,1,89.15
2024-09-28,Child 3,10,3,96.66
2024-09-28,Child 4,10,1,68.05
2024-09-28,Child 5,10,0,0.0
2024-09-28,Child 6,10,3,98.08
2024-09-28,Child 7,10,3,83.33
2024-09-28,Child 8,10,10,62.18
2024-09-28,Child 9,10,10,78.6
2024-09-28,Child 10,10,4,94.91
2024-09-29,Child 1,10,9,96.77
2024-09-29,Child 2,10,8,87.66
2024-09-29,Child 3,10,0,0.0
2024-09-29,Child 4,10,1,93.18
2024-09-29,Child 5,10,2,74.07
2024-09-29,Child 6,10,9,82.14
2024-09-29,Child 7,10,0,0.0
2024-09-29,Child 8,10,0,0.0
2024-09-29,Child 9,10,7,73.67
2024-09-29,Child 10,10,10,91.85
2024-09-30,Child 1,10,9,74.53
2024-09-30,Child 2,10,3,91.65
2024-09-30,Child 3,10,5,84.93
2024-09-30,Child 4,10,3,92.2
2024-09-30,Child 5,10,5,75.8
2024-09-30,Child 6,10,0,0.0
2024-09-30,Child 7,10,8,76.08
2024-09-30,Child 8,10,9,83.34
2024-09-30,Child 9,10,6,74.28
2024-09-30,Child 10,10,3,67.46
2024-10-01,Child 1,10,8,68.77
2024-10-01,Child 2,10,9,68.16
2024-10-01,Child 3,10,6,79.39
2024-10-01,Child 4,10,8,79.3
2024-10-01,Child 5,10,2,98.69
2024-10-01,Child 6,10,9,98.29
2024-10-01,Child 7,10,0,0.0
2024-10-01,Child 8,10,9,81.0
2024-10-01,Child 9,10,7,87.23
2024-10-01,Child 10,10,9,80.44
2024-10-02,Child 1,10,3,62.15
2024-10-02,Child 2,10,9,99.09
2024-10-02,Child 3,10,6,75.51
2024-10-02,Child 4,10,1,66.13
2024-10-02,Child 5,10,10,97.55
2024-10-02,Child 6,10,6,89.25
2024-10-02,Child 7,10,1,94.22
2024-10-02,Child 8,10,2,73.67
2024-10-02,Child 9,10,5,79.89
2024-10-02,Child 10,10,3,64.78
2024-10-03,Child 1,10,3,92.63
2024-10-03,Child 2,10,4,75.75
2024-10-03,Child 3,10,6,82.22
2024-10-03,Child 4,10,2,73.6
2024-10-03,Child 5,10,10,94.06
2024-10-03,Child 6,10,4,91.07
2024-10-03,Child 7,10,10,87.22
2024-10-03,Child 8,10,2,66.62
2024-10-03,Child 9,10,6,91.56
2024-10-03,Child 10,10,8,85.41
2024-10-04,Child 1,10,5,68.47
2024-10-04,Child 2,10,4,89.92
2024-10-04,Child 3,10,8,82.39
2024-10-04,Child 4,10,7,97.14
2024-10-04,Child 5,10,2,72.25
2024-10-04,Child 6,10,6,88.77
2024-10-04,Child 7,10,5,81.1
2024-10-04,Child 8,10,1,62.11
2024-10-04,Child 9,10,9,64.06
2024-10-04,Child 10,10,2,72.11
2024-10-05,Child 1,10,2,79.29
2024-10-05,Child 2,10,6,84.02
2024-10-05,Child 3,10,1,75.19
2024-10-05,Child 4,10,5,95.93
2024-10-05,Child 5,10,1,89.11
2024-10-05,Child 6,10,1,64.86
2024-10-05,Child 7,10,9,83.67
2024-10-05,Child 8,10,7,73.14
2024-10-05,Child 9,10,10,84.94
2024-10-05,Child 10,10,8,76.32
2024-10-06,Child 1,10,9,73.38
2024-10-06,Child 2,10,4,89.12
2024-10-06,Child 3,10,4,92.21
2024-10-06,Child 4,10,7,90.98
2024-10-06,Child 5,10,9,77.45
2024-10-06,Child 6,10,5,90.0
2024-10-06,Child 7,10,5,82.33
2024-10-06,Child 8,10,1,62.79
2024-10-06,Child 9,10,3,96.91
2024-10-06,Child 10,10,6,71.52
2024-10-07,Child 1,10,9,89.49
2024-10-07,Child 2,10,5,94.5
2024-10-07,Child 3,10,5,73.45
2024-10-07,Child 4,10,6,61.64
2024-10-07,Child 5,10,5,82.11
2024-10-07,Child 6,10,1,62.52
2024-10-07,Child 7,10,2,63.42
2024-10-07,Child 8,10,7,73.49
2024-10-07,Child 9,10,5,84.57
2024-10-07,Child 10,10,6,79.34
2024-10-08,Child 1,10,10,91.32
2024-10-08,Child 2,10,8,78.27
2024-10-08,Child 3,10,9,67.8
2024-10-08,Child 4,10,8,90.75
2024-10-08,Child 5,10,9,83.07
2024-10-08,Child 6,10,10,91.68
2024-10-08,Child 7,10,8,62.11
2024-10-08,Child 8,10,6,64.72
2024-10-08,Child 9,10,6,77.52
2024-10-08,Child 10,10,4,70.04
2024-10-09,Child 1,10,0,0.0
2024-10-09,Child 2,10,4,61.6
2024-10-09,Child 3,10,2,94.43
2024-10-09,Child 4,10,5,86.15
2024-10-09,Child 5,10,7,84.69
2024-10-09,Child 6,10,4,63.98
2024-10-09,Child 7,10,3,99.73
2024-10-09,Child 8,10,1,98.8
2024-10-09,Child 9,10,3,80.67
2024-10-09,Child 10,10,7,80.69
2024-10-10,Child 1,10,9,85.23
2024-10-10,Child 2,10,4,71.6
2024-10-10,Child 3,10,9,90.31
2024-10-10,Child 4,10,5,66.79
2024-10-10,Child 5,10,7,76.77
2024-10-10,Child 6,10,8,79.43
2024-10-10,Child 7,10,8,81.89
2024-10-10,Child 8,10,9,81.86
2024-10-10,Child 9,10,2,73.73
2024-10-10,Child 10,10,9,80.61
2024-10-11,Child 1,10,9,80.59
2024-10-11,Child 2,10,1,60.64
2024-10-11,Child 3,10,1,75.08
2024-10-11,Child 4,10,5,87.8
2024-10-11,Child 5,10,4,75.76
2024-10-11,Child 6,10,9,83.03
2024-10-11,Child 7,10,6,83.27
2024-10-11,Child 8,10,8,76.26
2024-10-11,Child 9,10,4,81.49
2024-10-11,Child 10,10,10,95.97
2024-10-12,Child 1,10,8,65.25
2024-10-12,Child 2,10,1,93.8
2024-10-12,Child 3,10,7,96.35
2024-10-12,Child 4,10,7,76.09
2024-10-12,Child 5,10,2,72.04
2024-10-12,Child 6,10,3,90.26
2024-10-12,Child 7,10,0,0.0
2024-10-12,Child 8,10,3,69.03
2024-10-12,Child 9,10,9,97.77
2024-10-12,Child 10,10,6,73.05
2024-10-13,Child 1,10,0,0.0
2024-10-13,Child 2,10,10,93.89
2024-10-13,Child 3,10,6,98.08
2024-10-13,Child 4,10,3,93.54
2024-10-13,Child 5,10,4,72.72
2024-10-13,Child 6,10,9,92.67
2024-10-13,Child 7,10,0,0.0
2024-10-13,Child 8,10,8,81.53
2024-10-13,Child 9,10,5,85.38
2024-10-13,Child 10,10,7,64.83
2024-10-14,Child 1,10,1,97.42
2024-10-14,Child 2,10,6,97.65
2024-10-14,Child 3,10,9,74.54
2024-10-14,Child 4,10,9,77.15
2024-10-14,Child 5,10,4,73.29
2024-10-14,Child 6,10,7,85.1
2024-10-14,Child 7,10,4,97.18
2024-10-14,Child 8,10,9,61.3
2024-10-14,Child 9,10,5,72.41
2024-10-14,Child 10,10,2,69.69
2024-10-15,Child 1,10,9,72.18
2024-10-15,Child 2,10,3,96.74
2024-10-15,Child 3,10,7,73.55
2024-10-15,Child 4,10,6,75.09
2024-10-15,Child 5,10,3,85.15
2024-10-15,Child 6,10,8,94.78
2024-10-15,Child 7,10,1,89.63
2024-10-15,Child 8,10,8,73.05
2024-10-15,Child 9,10,8,83.72
2024-10-15,Child 10,10,8,65.33
2024-10-16,Child 1,10,1,89.69
2024-10-16,Child 2,10,9,96.97
2024-10-16,Child 3,10,3,72.0
2024-10-16,Child 4,10,9,74.77
2024-10-16,Child 5,10,9,64.73
2024-10-16,Child 6,10,10,62.3
2024-10-16,Child 7,10,2,83.09
2024-10-16,Child 8,10,5,66.07
2024-10-16,Child 9,10,0,0.0
2024-10-16,Child 10,10,5,91.83
2024-10-17,Child 1,10,3,88.04
2024-10-17,Child 2,10,8,83.41
2024-10-17,Child 3,10,6,60.29
2024-10-17,Child 4,10,7,65.24
2024-10-17,Child 5,10,7,72.43
2024-10-17,Child 6,10,10,80.08
2024-10-17,Child 7,10,7,78.68
2024-10-17,Child 8,10,9,83.28
2024-10-17,Child 9,10,10,78.28
2024-10-17,Child 10,10,3,90.28
2024-10-18,Child 1,10,0,0.0
2024-10-18,Child 2,10,5,94.55
2024-10-18,Child 3,10,1,79.22
2024-10-18,Child 4,10,0,0.0
2024-10-18,Child 5,10,6,61.22
2024-10-18,Child 6,10,3,95.11
2024-10-18,Child 7,10,9,93.06
2024-10-18,Child 8,10,4,62.49
2024-10-18,Child 9,10,6,98.87
2024-10-18,Child 10,10,4,76.07
2024-10-19,Child 1,10,0,0.0
2024-10-19,Child 2,10,1,93.58
2024-10-19,Child 3,10,2,72.2
2024-10-19,Child 4,10,1,67.03
2024-10-19,Child 5,10,3,71.91
2024-10-19,Child 6,10,3,98.93
2024-10-19,Child 7,10,6,60.38
2024-10-19,Child 8,10,4,73.31
2024-10-19,Child 9,10,1,92.82
2024-10-19,Child 10,10,6,99.52
2024-10-20,Child 1,10,9,73.17
2024-10-20,Child 2,10,6,95.65
2024-10-20,Child 3,10,9,70.19
2024-10-20,Child 4,10,10,99.35
2024-10-20,Child 5,10,2,80.86
2024-10-20,Child 6,10,0,0.0
2024-10-20,Child 7,10,0,0.0
2024-10-20,Child 8,10,6,85.44
2024-10-20,Child 9,10,4,63.17
2024-10-20,Child 10,10,0,0.0
2024-10-21,Child 1,10,4,60.78
2024-10-21,Child 2,10,3,84.24
2024-10-21,Child 3,10,5,78.28
2024-10-21,Child 4,10,2,91.34
2024-10-21,Child 5,10,0,0.0
2024-10-21,Child 6,10,7,95.73
2024-10-21,Child 7,10,10,81.42
2024-10-21,Child 8,10,9,70.03
2024-10-21,Child 9,10,5,96.35
2024-10-21,Child 10,10,6,73.43
2024-10-22,Child 1,10,4,97.81
2024-10-22,Child 2,10,7,97.24
2024-10-22,Child 3,10,3,78.11
2024-10-22,Child 4,10,5,95.62
2024-10-22,Child 5,10,4,65.71
2024-10-22,Child 6,10,1,72.97
2024-10-22,Child 7,10,8,71.16
2024-10-22,Child 8,10,0,0.0
2024-10-22,Child 9,10,0,0.0
2024-10-22,Child 10,10,2,92.82
2024-10-23,Child 1,10,2,63.3
2024-10-23,Child 2,10,2,89.2
2024-10-23,Child 3,10,5,62.56
2024-10-23,Child 4,10,3,72.66
2024-10-23,Child 5,10,1,72.13
2024-10-23,Child 6,10,6,88.52
2024-10-23,Child 7,10,5,73.4
2024-10-23,Child 8,10,0,0.0
2024-10-23,Child 9,10,6,91.77
2024-10-23,Child 10,10,1,97.51
2024-10-24,Child 1,10,7,63.65
2024-10-24,Child 2,10,9,98.43
2024-10-24,Child 3,10,3,91.53
2024-10-24,Child 4,10,10,70.31
2024-10-24,Child 5,10,3,89.95
2024-10-24,Child 6,10,4,99.82
2024-10-24,Child 7,10,4,98.23
2024-10-24,Child 8,10,6,81.33
2024-10-24,Child 9,10,3,63.88
2024-10-24,Child 10,10,3,99.1
2024-10-25,Child 1,10,4,62.31
2024-10-25,Child 2,10,3,84.13
2024-10-25,Child 3,10,8,70.87
2024-10-25,Child 4,10,7,87.8
2024-10-25,Child 5,10,1,63.62
2024-10-25,Child 6,10,2,84.45
2024-10-25,Child 7,10,0,0.0
2024-10-25,Child 8,10,7,92.69
2024-10-25,Child 9,10,6,75.38
2024-10-25,Child 10,10,8,91.27
2024-10-26,Child 1,10,7,73.43
2024-10-26,Child 2,10,2,83.06
2024-10-26,Child 3,10,2,73.52
2024-10-26,Child 4,10,3,69.53
2024-10-26,Child 5,10,0,0.0
2024-10-26,Child 6,10,0,0.0
2024-10-26,Child 7,10,9,70.43
2024-10-26,Child 8,10,10,67.42
2024-10-26,Child 9,10,6,80.44
2024-10-26,Child 10,10,1,93.79
2024-10-27,Child 1,10,10,88.28
2024-10-27,Child 2,10,10,65.58
2024-10-27,Child 3,10,1,94.72
2024-10-27,Child 4,10,5,97.03
2024-10-27,Child 5,10,1,74.88
2024-10-27,Child 6,10,1,65.26
2024-10-27,Child 7,10,10,75.78
2024-10-27,Child 8,10,10,88.73
2024-10-27,Child 9,10,7,98.67
2024-10-27,Child 10,10,2,82.01
2024-10-28,Child 1,10,3,93.5
2024-10-28,Child 2,10,8,95.56
2024-10-28,Child 3,10,1,81.04
2024-10-28,Child 4,10,5,70.67
2024-10-28,Child 5,10,3,69.21
2024-10-28,Child 6,10,6,61.97
2024-10-28,Child 7,10,7,65.56
2024-10-28,Child 8,10,6,72.63
2024-10-28,Child 9,10,9,72.83
2024-10-28,Child 10,10,1,60.27
2024-10-29,Child 1,10,6,76.44
2024-10-29,Child 2,10,9,80.9
2024-10-29,Child 3,10,9,91.45
2024-10-29,Child 4,10,6,87.25
2024-10-29,Child 5,10,2,84.29
2024-10-29,Child 6,10,6,79.84
2024-10-29,Child 7,10,1,62.56
2024-10-29,Child 8,10,5,99.46
2024-10-29,Child 9,10,2,68.44
2024-10-29,Child 10,10,5,93.75
2024-10-30,Child 1,10,1,72.39
2024-10-30,Child 2,10,2,65.35
2024-10-30,Child 3,10,9,64.76
2024-10-30,Child 4,10,0,0.0
2024-10-30,Child 5,10,6,70.16
2024-10-30,Child 6,10,1,65.03
2024-10-30,Child 7,10,6,88.61
2024-10-30,Child 8,10,3,68.54
2024-10-30,Child 9,10,4,88.9
2024-10-30,Child 10,10,8,68.7
2024-10-31,Child 1,10,2,65.57
2024-10-31,Child 2,10,5,99.06
2024-10-31,Child 3,10,10,76.73
2024-10-31,Child 4,10,3,69.67
2024-10-31,Child 5,10,7,88.66
2024-10-31,Child 6,10,2,70.67
2024-10-31,Child 7,10,8,91.11
2024-10-31,Child 8,10,3,89.86
2024-10-31,Child 9,10,10,85.78
2024-10-31,Child 10,10,3,72.51
2024-11-01,Child 1,10,2,85.43
2024-11-01,Child 2,10,1,60.39
2024-11-01,Child 3,10,3,69.03
2024-11-01,Child 4,10,10,94.65
2024-11-01,Child 5,10,5,72.16
2024-11-01,Child 6,10,6,94.49
2024-11-01,Child 7,10,9,99.36
2024-11-01,Child 8,10,4,87.72
2024-11-01,Child 9,10,6,62.1
2024-11-01,Child 10,10,8,86.49
2024-11-02,Child 1,10,7,78.32
2024-11-02,Child 2,10,8,90.07
2024-11-02,Child 3,10,2,78.98
2024-11-02,Child 4,10,4,80.73
2024-11-02,Child 5,10,6,66.97
2024-11-02,Child 6,10,9,85.27
2024-11-02,Child 7,10,1,77.79
2024-11-02,Child 8,10,10,77.97
2024-11-02,Child 9,10,1,97.19
2024-11-02,Child 10,10,3,72.91
2024-11-03,Child 1,10,1,77.85
2024-11-03,Child 2,10,6,71.92
2024-11-03,Child 3,10,10,66.54
2024-11-03,Child 4,10,6,64.25
2024-11-03,Child 5,10,5,72.07
2024-11-03,Child 6,10,5,85.14
2024-11-03,Child 7,10,0,0.0
2024-11-03,Child 8,10,7,83.09
2024-11-03,Child 9,10,3,70.62
2024-11-03,Child 10,10,1,81.15
2024-11-04,Child 1,10,6,92.95
2024-11-04,Child 2,10,5,63.26
2024-11-04,Child 3,10,2,71.71
2024-11-04,Child 4,10,9,70.6
2024-11-04,Child 5,10,10,87.67
2024-11-04,Child 6,10,1,68.81
2024-11-04,Child 7,10,5,83.4
2024-11-04,Child 8,10,1,95.09
2024-11-04,Child 9,10,8,70.69
2024-11-04,Child 10,10,4,85.98
2024-11-05,Child 1,10,4,65.16
2024-11-05,Child 2,10,3,85.04
2024-11-05,Child 3,10,10,72.63
2024-11-05,Child 4,10,10,68.79
2024-11-05,Child 5,10,6,65.43
2024-11-05,Child 6,10,4,65.34
2024-11-05,Child 7,10,4,97.72
2024-11-05,Child 8,10,1,98.78
2024-11-05,Child 9,10,9,80.28
2024-11-05,Child 10,10,2,89.44
2024-11-06,Child 1,10,5,85.56
2024-11-06,Child 2,10,2,77.47
2024-11-06,Child 3,10,2,91.56
2024-11-06,Child 4,10,3,86.17
2024-11-06,Child 5,10,5,87.87
2024-11-06,Child 6,10,10,68.92
2024-11-06,Child 7,10,6,98.98
2024-11-06,Child 8,10,1,62.61
2024-11-06,Child 9,10,10,87.24
2024-11-06,Child 10,10,10,85.89
2024-11-07,Child 1,10,2,81.57
2024-11-07,Child 2,10,6,90.72
2024-11-07,Child 3,10,10,77.57
2024-11-07,Child 4,10,2,68.51
2024-11-07,Child 5,10,1,93.06
2024-11-07,Child 6,10,9,62.2
2024-11-07,Child 7,10,1,78.54
2024-11-07,Child 8,10,5,97.14
2024-11-07,Child 9,10,9,71.01
2024-11-07,Child 10,10,3,81.01
2024-11-08,Child 1,10,0,0.0
2024-11-08,Child 2,10,5,96.56
2024-11-08,Child 3,10,2,79.11
2024-11-08,Child 4,10,9,87.3
2024-11-08,Child 5,10,9,88.61
2024-11-08,Child 6,10,9,72.63
2024-11-08,Child 7,10,10,64.1
2024-11-08,Child 8,10,4,65.59
2024-11-08,Child 9,10,7,99.32
2024-11-08,Child 10,10,10,63.08
2024-11-09,Child 1,10,5,89.47
2024-11-09,Child 2,10,9,69.79
2024-11-09,Child 3,10,10,65.49
2024-11-09,Child 4,10,8,95.08
2024-11-09,Child 5,10,7,77.85
2024-11-09,Child 6,10,6,67.7
2024-11-09,Child 7,10,4,70.17
2024-11-09,Child 8,10,5,92.82
2024-11-09,Child 9,10,7,61.95
2024-11-09,Child 10,10,9,84.23
2024-11-10,Child 1,10,1,73.7
2024-11-10,Child 2,10,8,63.65
2024-11-10,Child 3,10,9,90.12
2024-11-10,Child 4,10,5,67.46
2024-11-10,Child 5,10,3,67.58
2024-11-10,Child 6,10,4,62.28
2024-11-10,Child 7,10,6,75.86
2024-11-10,Child 8,10,5,61.96
2024-11-10,Child 9,10,5,68.11
2024-11-10,Child 10,10,4,73.07
2024-11-11,Child 1,10,8,71.36
2024-11-11,Child 2,10,10,70.97
2024-11-11,Child 3,10,9,77.63
2024-11-11,Child 4,10,0,0.0
2024-11-11,Child 5,10,10,93.54
2024-11-11,Child 6,10,7,89.67
2024-11-11,Child 7,10,4,95.72
2024-11-11,Child 8,10,9,74.1
2024-11-11,Child 9,10,10,87.75
2024-11-11,Child 10,10,1,87.05
2024-11-12,Child 1,10,4,84.79
2024-11-12,Child 2,10,6,85.13
2024-11-12,Child 3,10,3,73.73
2024-11-12,Child 4,10,2,84.09
2024-11-12,Child 5,10,9,84.73
2024-11-12,Child 6,10,1,62.83
2024-11-12,Child 7,10,1,93.38
2024-11-12,Child 8,10,5,89.9
2024-11-12,Child 9,10,6,98.01
2024-11-12,Child 10,10,3,85.62
2024-11-13,Child 1,10,0,0.0
2024-11-13,Child 2,10,10,98.32
2024-11-13,Child 3,10,3,98.16
2024-11-13,Child 4,10,8,66.66
2024-11-13,Child 5,10,6,67.04
2024-11-13,Child 6,10,5,84.85
2024-11-13,Child 7,10,9,79.34
2024-11-13,Child 8,10,7,65.77
